Variable Name;"Cohort/Measure in ""Most Recent"" Datafile";Merged file Drawn From (MergedXXXX_YY_PP.csv);;
CIP50CERT4;AY2022-23, reported in IPEDS DCY2023-24. Based on the CIP2020 codes.;2023_24;;
CIP50BACHL;AY2022-23, reported in IPEDS DCY2023-24. Based on the CIP2020 codes.;2023_24;;
CIP51CERT1;AY2022-23, reported in IPEDS DCY2023-24. Based on the CIP2020 codes.;2023_24;;
CIP51CERT2;AY2022-23, reported in IPEDS DCY2023-24. Based on the CIP2020 codes.;2023_24;;
CIP51ASSOC;AY2022-23, reported in IPEDS DCY2023-24. Based on the CIP2020 codes.;2023_24;;
CIP51CERT4;AY2022-23, reported in IPEDS DCY2023-24. Based on the CIP2020 codes.;2023_24;;
CIP51BACHL;AY2022-23, reported in IPEDS DCY2023-24. Based on the CIP2020 codes.;2023_24;;
CIP52CERT1;AY2022-23, reported in IPEDS DCY2023-24. Based on the CIP2020 codes.;2023_24;;
CIP52CERT2;AY2022-23, reported in IPEDS DCY2023-24. Based on the CIP2020 codes.;2023_24;;
CIP52ASSOC;AY2022-23, reported in IPEDS DCY2023-24. Based on the CIP2020 codes.;2023_24;;
CIP52CERT4;AY2022-23, reported in IPEDS DCY2023-24. Based on the CIP2020 codes.;2023_24;;
CIP52BACHL;AY2022-23, reported in IPEDS DCY2023-24. Based on the CIP2020 codes.;2023_24;;
CIP54CERT1;AY2022-23, reported in IPEDS DCY2023-24. Based on the CIP2020 codes.;2023_24;;
CIP54CERT2;AY2022-23, reported in IPEDS DCY2023-24. Based on the CIP2020 codes.;2023_24;;
CIP54ASSOC;AY2022-23, reported in IPEDS DCY2023-24. Based on the CIP2020 codes.;2023_24;;
CIP54CERT4;AY2022-23, reported in IPEDS DCY2023-24. Based on the CIP2020 codes.;2023_24;;
CIP54BACHL;AY2022-23, reported in IPEDS DCY2023-24. Based on the CIP2020 codes.;2023_24;;
DISTANCEONLY;AcadYr 2023-24, reported in IPEDS DCY2023-24;2023_24;;
UGDS;Fall 2023, reported in IPEDS DCY2023-24;2023_24;;
UG;NA;N/A;;
UGDS_WHITE;Fall 2023, reported in IPEDS DCY2023-24;2023_24;;
UGDS_BLACK;Fall 2023, reported in IPEDS DCY2023-24;2023_24;;
UGDS_HISP;Fall 2023, reported in IPEDS DCY2023-24;2023_24;;
UGDS_ASIAN;Fall 2023, reported in IPEDS DCY2023-24;2023_24;;
UGDS_AIAN;Fall 2023, reported in IPEDS DCY2023-24;2023_24;;
UGDS_NHPI;Fall 2023, reported in IPEDS DCY2023-24;2023_24;;
UGDS_2MOR;Fall 2023, reported in IPEDS DCY2023-24;2023_24;;
UGDS_NRA;Fall 2023, reported in IPEDS DCY2023-24;2023_24;;
UGDS_UNKN;Fall 2023, reported in IPEDS DCY2023-24;2023_24;;
UGDS_WHITENH;NA;N/A;;
UGDS_BLACKNH;NA;N/A;;
UGDS_API;NA;N/A;;
UGDS_AIANOLD;NA;N/A;;
UGDS_HISPOLD;NA;N/A;;
UG_NRA;NA;N/A;;
UG_UNKN;NA;N/A;;
UG_WHITENH;NA;N/A;;
UG_BLACKNH;NA;N/A;;
UG_API;NA;N/A;;
UG_AIANOLD;NA;N/A;;
UG_HISPOLD;NA;N/A;;
PPTUG_EF;Fall 2023, reported in IPEDS DCY2023-24;2023_24;;
PPTUG_EF2;NA;N/A;;
CURROPER;PEPS as of 02/06/2025;2023_24;;
NPT4_PUB;AcadYr 2022-23, reported in IPEDS DCY2023-24;2023_24;;
NPT4_PRIV;AcadYr 2022-23, reported in IPEDS DCY2023-24;2023_24;;
NPT4_PROG;NA;N/A;;
NPT4_OTHER;NA;N/A;;
NPT41_PUB;AcadYr 2022-23, reported in IPEDS DCY2023-24;2023_24;;
NPT42_PUB;AcadYr 2022-23, reported in IPEDS DCY2023-24;2023_24;;
NPT43_PUB;AcadYr 2022-23, reported in IPEDS DCY2023-24;2023_24;;
NPT44_PUB;AcadYr 2022-23, reported in IPEDS DCY2023-24;2023_24;;
NPT45_PUB;AcadYr 2022-23, reported in IPEDS DCY2023-24;2023_24;;
NPT41_PRIV;AcadYr 2022-23, reported in IPEDS DCY2023-24;2023_24;;
NPT42_PRIV;AcadYr 2022-23, reported in IPEDS DCY2023-24;2023_24;;
NPT43_PRIV;AcadYr 2022-23, reported in IPEDS DCY2023-24;2023_24;;
NPT44_PRIV;AcadYr 2022-23, reported in IPEDS DCY2023-24;2023_24;;
NPT45_PRIV;AcadYr 2022-23, reported in IPEDS DCY2023-24;2023_24;;
NPT41_PROG;NA;N/A;;
NPT42_PROG;NA;N/A;;
NPT43_PROG;NA;N/A;;
NPT44_PROG;NA;N/A;;
NPT45_PROG;NA;N/A;;
NPT41_OTHER;NA;N/A;;
NPT42_OTHER;NA;N/A;;
NPT43_OTHER;NA;N/A;;
NPT44_OTHER;NA;N/A;;
NPT45_OTHER;NA;N/A;;
NPT4_048_PUB;AcadYr 2022-23, reported in IPEDS DCY2023-24;2023_24;;
NPT4_048_PRIV;AcadYr 2022-23, reported in IPEDS DCY2023-24;2023_24;;
NPT4_048_PROG;NA;N/A;;
NPT4_048_OTHER;NA;N/A;;
NPT4_3075_PUB;AcadYr 2022-23, reported in IPEDS DCY2023-24;2023_24;;
NPT4_3075_PRIV;AcadYr 2022-23, reported in IPEDS DCY2023-24;2023_24;;
NPT4_75UP_PUB;AcadYr 2022-23, reported in IPEDS DCY2023-24;2023_24;;
NPT4_75UP_PRIV;AcadYr 2022-23, reported in IPEDS DCY2023-24;2023_24;;
NPT4_3075_PROG;NA;N/A;;
NPT4_3075_OTHER;NA;N/A;;
NPT4_75UP_PROG;NA;N/A;;
NPT4_75UP_OTHER;NA;N/A;;
NUM4_PUB;Fall 2022 or AY2022-23 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24;2023_24;;
NUM4_PRIV;Fall 2022 or AY2022-23 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24;2023_24;;
NUM4_PROG;NA;N/A;;
NUM4_OTHER;NA;N/A;;
NUM41_PUB;Fall 2022 or AY2022-23 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24;2023_24;;
NUM42_PUB;Fall 2022 or AY2022-23 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24;2023_24;;
NUM43_PUB;Fall 2022 or AY2022-23 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24;2023_24;;
NUM44_PUB;Fall 2022 or AY2022-23 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24;2023_24;;
NUM45_PUB;Fall 2022 or AY2022-23 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24;2023_24;;
NUM41_PRIV;Fall 2022 or AY2022-23 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24;2023_24;;
NUM42_PRIV;Fall 2022 or AY2022-23 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24;2023_24;;
NUM43_PRIV;Fall 2022 or AY2022-23 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24;2023_24;;
NUM44_PRIV;Fall 2022 or AY2022-23 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24;2023_24;;
NUM45_PRIV;Fall 2022 or AY2022-23 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24;2023_24;;
NUM41_PROG;NA;N/A;;
NUM42_PROG;NA;N/A;;
NUM43_PROG;NA;N/A;;
NUM44_PROG;NA;N/A;;
NUM45_PROG;NA;N/A;;
NUM41_OTHER;NA;N/A;;
NUM42_OTHER;NA;N/A;;
NUM43_OTHER;NA;N/A;;
NUM44_OTHER;NA;N/A;;
NUM45_OTHER;NA;N/A;;
COSTT4_A;AcadYr 2022-23, reported in IPEDS DCY2023-24;2023_24;;
COSTT4_P;AcadYr 2022-23, reported in IPEDS DCY2023-24;2023_24;;
TUITIONFEE_IN;AcadYr 2023-24, reported in IPEDS DCY2023-24;2023_24;;
TUITIONFEE_OUT;AcadYr 2023-24, reported in IPEDS DCY2023-24;2023_24;;
TUITIONFEE_PROG;AcadYr 2023-24, reported in IPEDS DCY2023-24;2023_24;;
TUITFTE;FY2023 (numerator) and AY2022-23 (denominator), reported in IPEDS DCY2023-24;2023_24;;
INEXPFTE;FY2023 (numerator) and AY2022-23 (denominator), reported in IPEDS DCY2023-24;2023_24;;
AVGFACSAL;AcadYr 2023-24 salaries of Fall 2023 faculty, reported in IPEDS DCY2023-24;2023_24;;
PFTFAC;Fall 2023, reported in IPEDS DCY2023-24;2023_24;;
PCTPELL;AcadYr 2022-23, reported in IPEDS DCY2023-24;2023_24;;
C150_4;Fall 2017 or AcadYr 2017-18 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24;2023_24;;
C150_L4;Fall 2020 or AcadYr 2020-21 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24;2023_24;;
C150_4_POOLED;Fall 2017 or AcadYr 2017-18 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRS);2023_24;;
C150_L4_POOLED;Fall 2020 or AcadYr 2020-21 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRS);2023_24;;
POOLYRS;Number of years of data pooled to calculate C150_4_POOLED or C150_L4_POOLED;2023_24;;
PFTFTUG1_EF;Fall 2023, reported in IPEDS DCY2023-24;2023_24;;
D150_4;Fall 2017 or AcadYr 2017-18 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24;2023_24;;
D150_L4;Fall 2020 or AcadYr 2020-21 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24;2023_24;;
D150_4_POOLED;Fall 2017 or AcadYr 2017-18 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRS);2023_24;;
D150_L4_POOLED;Fall 2020 or AcadYr 2020-21 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRS);2023_24;;
C150_4_WHITE;Fall 2017 or AcadYr 2017-18 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24;2023_24;;
C150_4_BLACK;Fall 2017 or AcadYr 2017-18 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24;2023_24;;
C150_4_HISP;Fall 2017 or AcadYr 2017-18 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24;2023_24;;
C150_4_ASIAN;Fall 2017 or AcadYr 2017-18 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24;2023_24;;
C150_4_AIAN;Fall 2017 or AcadYr 2017-18 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24;2023_24;;
C150_4_NHPI;Fall 2017 or AcadYr 2017-18 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24;2023_24;;
C150_4_2MOR;Fall 2017 or AcadYr 2017-18 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24;2023_24;;
C150_4_NRA;Fall 2017 or AcadYr 2017-18 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24;2023_24;;
C150_4_UNKN;Fall 2017 or AcadYr 2017-18 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24;2023_24;;
C150_4_WHITENH;NA;N/A;;
C150_4_BLACKNH;NA;N/A;;
C150_4_API;NA;N/A;;
C150_4_AIANOLD;NA;N/A;;
C150_4_HISPOLD;NA;N/A;;
C150_L4_WHITE;Fall 2020 or AcadYr 2020-21 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24;2023_24;;
C150_L4_BLACK;Fall 2020 or AcadYr 2020-21 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24;2023_24;;
C150_L4_HISP;Fall 2020 or AcadYr 2020-21 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24;2023_24;;
C150_L4_ASIAN;Fall 2020 or AcadYr 2020-21 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24;2023_24;;
C150_L4_AIAN;Fall 2020 or AcadYr 2020-21 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24;2023_24;;
C150_L4_NHPI;Fall 2020 or AcadYr 2020-21 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24;2023_24;;
C150_L4_2MOR;Fall 2020 or AcadYr 2020-21 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24;2023_24;;
C150_L4_NRA;Fall 2020 or AcadYr 2020-21 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24;2023_24;;
C150_L4_UNKN;Fall 2020 or AcadYr 2020-21 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24;2023_24;;
C150_L4_WHITENH;NA;N/A;;
C150_L4_BLACKNH;NA;N/A;;
C150_L4_API;NA;N/A;;
C150_L4_AIANOLD;NA;N/A;;
C150_L4_HISPOLD;NA;N/A;;
C200_4;Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24;2023_24;;
C200_L4;Fall 2019 or AcadYr 2019-20 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24;2023_24;;
D200_4;Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24;2023_24;;
D200_L4;Fall 2019 or AcadYr 2019-20 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24;2023_24;;
RET_FT4;Fall 2022 bachelor's-seeking cohort, reported in IPEDS DCY2023-24;2023_24;;
RET_FTL4;Fall 2022 cohort, reported in IPEDS DCY2023-24;2023_24;;
RET_PT4;Fall 2022 bachelor's-seeking cohort, reported in IPEDS DCY2023-24;2023_24;;
RET_PTL4;Fall 2022 cohort, reported in IPEDS DCY2023-24;2023_24;;
C200_4_POOLED;Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRS200);2023_24;;
C200_L4_POOLED;Fall 2019 or AcadYr 2019-20 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRS200);2023_24;;
POOLYRS200;Number of years of data pooled to calculate C200_4_POOLED or C200_L4_POOLED;2023_24;;
D200_4_POOLED;Fall 2015 or AcadYr 2015-16 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRS200);2023_24;;
D200_L4_POOLED;Fall 2019 or AcadYr 2019-20 cohort (differs by institutional calendar), reported in IPEDS DCY2023-24 pooled with previous years (# of total pooled years found in POOLYRS200);2023_24;;
PCTFLOAN;AcadYr 2022-23, reported in IPEDS DCY2023-24;2023_24;;
UG25ABV;Fall 2023, reported in IPEDS DCY2023-24;2023_24;;
CDR2;FSA FY2011 cohort measured in FY2012;2012_13;;
CDR3;FSA FY2021 cohort measured in FY2023;2023_24;;
DEATH_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
COMP_ORIG_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
COMP_4YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
COMP_2YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
WDRAW_ORIG_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
WDRAW_4YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
WDRAW_2YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
ENRL_ORIG_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
ENRL_4YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
ENRL_2YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
UNKN_ORIG_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
UNKN_4YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
UNKN_2YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
LO_INC_DEATH_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
LO_INC_COMP_ORIG_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
LO_INC_COMP_4YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
LO_INC_COMP_2YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
LO_INC_WDRAW_ORIG_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
LO_INC_WDRAW_4YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
LO_INC_WDRAW_2YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
LO_INC_ENRL_ORIG_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
LO_INC_ENRL_4YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
LO_INC_ENRL_2YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
LO_INC_UNKN_ORIG_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
LO_INC_UNKN_4YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
LO_INC_UNKN_2YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
MD_INC_DEATH_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
MD_INC_COMP_ORIG_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
MD_INC_COMP_4YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
MD_INC_COMP_2YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
MD_INC_WDRAW_ORIG_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
MD_INC_WDRAW_4YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
MD_INC_WDRAW_2YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
MD_INC_ENRL_ORIG_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
MD_INC_ENRL_4YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
MD_INC_ENRL_2YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
MD_INC_UNKN_ORIG_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
MD_INC_UNKN_4YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
MD_INC_UNKN_2YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
HI_INC_DEATH_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
HI_INC_COMP_ORIG_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
HI_INC_COMP_4YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
HI_INC_COMP_2YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
HI_INC_WDRAW_ORIG_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
HI_INC_WDRAW_4YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
HI_INC_WDRAW_2YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
HI_INC_ENRL_ORIG_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
HI_INC_ENRL_4YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
HI_INC_ENRL_2YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
HI_INC_UNKN_ORIG_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
HI_INC_UNKN_4YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
HI_INC_UNKN_2YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
DEP_DEATH_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
DEP_COMP_ORIG_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
DEP_COMP_4YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
DEP_COMP_2YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
DEP_WDRAW_ORIG_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
DEP_WDRAW_4YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
DEP_WDRAW_2YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
DEP_ENRL_ORIG_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
DEP_ENRL_4YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
DEP_ENRL_2YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
DEP_UNKN_ORIG_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
DEP_UNKN_4YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
DEP_UNKN_2YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
IND_DEATH_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
IND_COMP_ORIG_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
IND_COMP_4YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
IND_COMP_2YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
IND_WDRAW_ORIG_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
IND_WDRAW_4YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
IND_WDRAW_2YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
IND_ENRL_ORIG_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
IND_ENRL_4YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
IND_ENRL_2YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
IND_UNKN_ORIG_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
IND_UNKN_4YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
IND_UNKN_2YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
FEMALE_DEATH_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
FEMALE_COMP_ORIG_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
FEMALE_COMP_4YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
FEMALE_COMP_2YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
FEMALE_WDRAW_ORIG_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
FEMALE_WDRAW_4YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
FEMALE_WDRAW_2YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
FEMALE_ENRL_ORIG_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
FEMALE_ENRL_4YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
FEMALE_ENRL_2YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
FEMALE_UNKN_ORIG_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
FEMALE_UNKN_4YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
FEMALE_UNKN_2YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
MALE_DEATH_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
MALE_COMP_ORIG_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
MALE_COMP_4YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
MALE_COMP_2YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
MALE_WDRAW_ORIG_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
MALE_WDRAW_4YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
MALE_WDRAW_2YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
MALE_ENRL_ORIG_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
MALE_ENRL_4YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
MALE_ENRL_2YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
MALE_UNKN_ORIG_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
MALE_UNKN_4YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
MALE_UNKN_2YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
PELL_DEATH_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
PELL_COMP_ORIG_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
PELL_COMP_4YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
PELL_COMP_2YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
PELL_WDRAW_ORIG_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
PELL_WDRAW_4YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
PELL_WDRAW_2YR_TRANS_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
PELL_ENRL_ORIG_YR2_RT;NSLDS AY2017-18 cohort measured in AY2019-20;2019_20;;
